# unlabeled youtube video segments from the dcase dataset, reformated like google_audioset_meta
# 10 classes: /m/07pp_mv, /m/09x0r, /m/0bt9lr, /m/01yrx, /m/04brg2, /m/0dxrf, /m/04fgwm, /m/0d31p, /m/02pjr4, /m/0838f
# YTID, start_seconds, end_seconds
6SfzejnGjWE, 14.000, 24.000
6T2RL_LSsW0, 18.000, 28.000
6T5SkXfUsxw, 18.000, 28.000
6TSqOcS65jk, 30.000, 40.000
6UhXQhxD-CU, 30.000, 40.000
6VMRwUzd0q8, 30.000, 40.000
6VVQpWrCbU8, 10.000, 20.000
6V_sHf7CXX8, 30.000, 40.000
6VpcBh1KPSM, 1.000, 11.000
6WteI_2ipko, 30.000, 40.000
6XlRXXLBDJs, 30.000, 40.000
6YJ6rbxSPfs, 30.000, 40.000
6Z7IOl3vBqc, 40.000, 50.000
6ZMzGTRIxFE, 30.000, 40.000
6__ewqEUYeM, 0.000, 6.000
6_er23yN9qo, 30.000, 40.000
6aeTi0zVhEE, 28.000, 38.000
6bPsDyaaO0I, 30.000, 40.000
6bttl72G6Go, 30.000, 40.000
6cS0FsUM-cQ, 30.000, 40.000
6cWIWgtMLjg, 30.000, 40.000
6dRclLlmDJw, 30.000, 40.000
6e3aERe95fI, 30.000, 40.000
6e8PzgsmKL8, 10.000, 20.000
6g2zVIGnn88, 50.000, 60.000
6goK0XQpOl8, 30.000, 40.000
6hMNdT_wMH8, 30.000, 40.000
6iCtWJUbR_4, 30.000, 40.000
6jRaXJ9hu5c, 30.000, 40.000
6jUy1YhidDc, 70.000, 80.000
6jku05EMKFs, 1.000, 11.000
6jp95El8iQU, 8.000, 18.000
6jsTNUa1-_w, 0.000, 10.000
6kdiESHOO3w, 30.000, 40.000
6oCWv-0r9fQ, 13.000, 23.000
6piyc-Tlfak, 10.000, 20.000
6q2R6tLuY3A, 30.000, 40.000
6q9Pd19MG1E, 110.000, 120.000
6qKK-P5URt0, 30.000, 40.000
6qQnTxbTTx8, 30.000, 40.000
6qdVxAMusho, 14.000, 24.000
6qkAEEqOyZc, 30.000, 40.000
6qxcYCOkw8I, 30.000, 40.000
6rdSSLcm0CQ, 10.000, 20.000
6rzP7h7fSwE, 40.000, 50.000
6sFsyoK8Nn0, 29.000, 39.000
6skH6xru5wM, 30.000, 40.000
6t1VTVHPuZk, 40.000, 50.000
6t9R8V0HNXM, 30.000, 40.000
6tIzDT9xYoo, 0.000, 5.000
6uBOJYr8s3M, 30.000, 40.000
6uC-v3ZeLIc, 26.000, 36.000
6uc2AZFh-64, 30.000, 40.000
6v8tzxVYwW8, 14.000, 24.000
6v9ozzJKLbw, 30.000, 40.000
6vGvX-CjJ50, 7.000, 17.000
6vZx3xyZyFw, 5.000, 15.000
6vdGnh1mpJE, 30.000, 40.000
6wJd7WKgXKo, 30.000, 40.000
6wQSp5eBT7k, 30.000, 40.000
6wtUZBZIjBs, 3.000, 13.000
6x8x7jndRyU, 30.000, 40.000
6xXUXMwcj2c, 30.000, 40.000
6yauvBbY3g8, 0.000, 8.000
6zflIWyWCZI, 30.000, 40.000
6zwSfh9rFM8, 30.000, 40.000
7-8Hb1k0Yw4, 400.000, 410.000
70KaCeJ78hA, 30.000, 40.000
70fKbpZTeUA, 130.000, 140.000
70zcv06HjpA, 30.000, 40.000
71Ef8xUQ9xQ, 24.000, 34.000
72O-THnbJ4I, 9.000, 19.000
734Nj-kfAS4, 30.000, 40.000
73HYZIsqgac, 9.000, 19.000
73MhTEyv3W4, 4.000, 14.000
73YceROw9JQ, 14.000, 24.000
73dK8p5PE_8, 3.000, 13.000
74DZzttWtt4, 9.000, 19.000
74VwxRLST_Y, 0.000, 3.000
75X1ePjl3Ng, 6.000, 16.000
75mZcdQ2gNw, 0.000, 10.000
76D8aAKnOOg, 30.000, 40.000
77T_0D30zik, 0.000, 7.000
77xgHmB0tkM, 12.000, 22.000
78DIL1qKYD8, 30.000, 40.000
78ZrHDLvwh0, 30.000, 40.000
78kIFjO-ygc, 30.000, 40.000
78nshhXgM6E, 30.000, 40.000
79_nR8rCwNY, 10.000, 20.000
7AA6iHtPI-w, 30.000, 40.000
7Aax96F6_N0, 7.000, 17.000
7Ay-gVQ4oSc, 30.000, 40.000
7B2cHOdAppM, 30.000, 40.000
7B8kG9IMCC8, 30.000, 40.000
7BlZsuymkL0, 20.000, 30.000
7CY-C7M8aGk, 30.000, 40.000
7EiPo7vOjXU, 10.000, 20.000
7Ek0avZRI6Q, 30.000, 40.000
7EoZkjBREMc, 5.000, 15.000
7FYQQmZ9SNw, 30.000, 40.000
7FcPsBucam8, 0.000, 10.000
7Fj1cEaz9lE, 30.000, 40.000
7IXx3NhSbi0, 50.000, 60.000
7J31xqwpVbc, 30.000, 40.000
7JAAK2w4Tmg, 17.000, 27.000
7JRB6-XoYBk, 30.000, 40.000
7LQ7rKmHA4E, 20.000, 30.000
7LyROhn8-SA, 0.000, 10.000
7PTcuUMQ6h8, 30.000, 40.000
7QQco5nBYmY, 15.000, 25.000
7QhGtn-5Z5U, 19.000, 29.000
7Qm8wGjBX-8, 0.000, 7.000
7RcLFkjBL4s, 30.000, 40.000
7SYkQEKElKg, 3.000, 13.000
7VkPgYAjnYs, 30.000, 40.000
7W2YCocnHHk, 30.000, 40.000
7WU_1dljqtU, 19.000, 29.000
7Wb6tI9C3Qc, 30.000, 40.000
7XCaCkHgkZM, 30.000, 40.000
7YChvLYpyUk, 30.000, 40.000
7ZDNrKukRZE, 12.000, 22.000
7ZULpnVOzEw, 30.000, 40.000
7Zg47JZd02Y, 7.000, 17.000
7a4RE4q4DOo, 10.000, 20.000
7bYU3jGkvj8, 30.000, 40.000
7cCAgG4wGMw, 0.000, 10.000
7cUkRQrNSIE, 10.000, 20.000
7dH0WQZEpZQ, 30.000, 40.000
7dfBLT0HgF0, 30.000, 40.000
7eJZgWKcXwQ, 22.000, 32.000
7eLuA-pfaE4, 30.000, 40.000
7eeIBTfeUkQ, 11.000, 21.000
7fKdwIgs990, 30.000, 40.000
7fhGUasT2WM, 20.000, 30.000
7fhov7fTZag, 30.000, 40.000
7g3qM5cdO-A, 50.000, 60.000
7gF6va2iEu0, 30.000, 40.000
7gn6_17KHH0, 17.000, 27.000
7h-wCrAdSNY, 30.000, 40.000
7iYNNvpouZw, 60.000, 70.000
7jIXs5JXp9E, 30.000, 40.000
7jJ1bNKMuI0, 30.000, 40.000
7jU7iy0Ehaw, 13.000, 23.000
7kj2JBMir30, 50.000, 60.000
7kxfH2fT1yo, 30.000, 40.000
7lCBWha_5zY, 30.000, 40.000
7l_F5HuDXyc, 0.000, 9.000
7lpmogH2VCw, 30.000, 40.000
7mloPbaRIKo, 8.000, 18.000
7mxTJY8ucb8, 100.000, 110.000
7n5zEWbcxfU, 21.000, 31.000
7nr9p-1F0Ww, 30.000, 40.000
7o5Q7fKYXL4, 9.000, 19.000
7oZcnMgcG8I, 30.000, 40.000
7oguT83457c, 30.000, 40.000
7pfmv7sX1YQ, 25.000, 35.000
7qB9mZAAb6w, 30.000, 40.000
7qGNh8_MyII, 9.000, 19.000
7rIVU-pWReE, 29.000, 39.000
7sGMZlT85so, 6.000, 16.000
7sHIi7WZkDA, 5.000, 15.000
7sQqOFuknxM, 30.000, 40.000
7srW-W3FLiE, 24.000, 34.000
7uM1j_rzITM, 30.000, 40.000
7vv0sC-2YJE, 20.000, 30.000
7wyV4mU-E4k, 30.000, 40.000
7xP1I0s9c6g, 17.000, 27.000
7xVzwiY39JQ, 23.000, 33.000
7yy4OPfrXwU, 25.000, 35.000
8-VRowMAVmw, 20.000, 30.000
8-uKZqyZnX8, 30.000, 40.000
806GvKiEDBM, 30.000, 40.000
80tkAqowGMQ, 0.000, 10.000
812if-uAiUo, 30.000, 40.000
81C5ysSrqyY, 0.000, 10.000
81OLFaJPecY, 30.000, 40.000
81c6CGoAwg0, 12.000, 22.000
81m8aajm7D4, 30.000, 40.000
84IfxIrc8Dg, 50.000, 60.000
84K95N2l16s, 30.000, 40.000
84joiXni4uk, 30.000, 40.000
84oNpcuRPDM, 30.000, 40.000
863STpyfGB0, 0.000, 10.000
87d3SpFGttE, 30.000, 40.000
88AWuXFZkTU, 17.000, 27.000
88Scqncznmo, 20.000, 30.000
88WNhY8Eb_k, 19.000, 29.000
88id3bEvC4s, 0.000, 7.000
89MvmpvCPmw, 10.000, 20.000
89z6-2XareY, 30.000, 40.000
8AiLFl8n9cw, 30.000, 40.000
8AuM8Duc9ZY, 21.000, 31.000
8BPFtiA874s, 20.000, 30.000
8CImU67WbB0, 16.000, 26.000
8CNUHM95Qeo, 0.000, 4.000
8CdiUWrVgW8, 30.000, 40.000
8Coy1CPlZK4, 30.000, 40.000
8CzaOuAoxYM, 6.000, 16.000
8DAPIapMshM, 30.000, 40.000
8DQq7BNRCTU, 130.000, 140.000
8DShIG3d-F4, 30.000, 40.000
8EHXuUxEiEs, 30.000, 40.000
8EmUkaIhr8M, 30.000, 40.000
8Ewzh_yt0qc, 21.000, 31.000
8FJ3V_EHLj4, 12.000, 22.000
8Fgw42o8Iv8, 30.000, 40.000
8Fn9UB55-aA, 0.000, 10.000
8GhxU8DO3no, 30.000, 40.000
8Glmf3RoVGM, 5.000, 15.000
8HBrOtWa8FE, 30.000, 40.000
8IDK38GpZKg, 30.000, 40.000
8ITau4GmJMU, 30.000, 40.000
8InQJ0Nng0M, 30.000, 40.000
8IuEEx0F918, 30.000, 40.000
8Jw-GAX4PKE, 30.000, 40.000
8K2szL8ZtFU, 30.000, 40.000
8KCx42Bi12g, 30.000, 40.000
8L5yuRycYRU, 30.000, 40.000
8LKsJ7SZNlI, 30.000, 40.000
8MBP5kADzoU, 30.000, 40.000
8MiYodbwjC0, 30.000, 40.000
8MoBL3-LmHY, 30.000, 40.000
8N5eETeI8Z0, 17.000, 27.000
8N8NDOp3Yyw, 50.000, 60.000
8NePJuwGaxs, 30.000, 40.000
8QSJw4MEMo0, 30.000, 40.000
8QSrhg8X8S0, 0.000, 5.000
8R725VUsh2E, 30.000, 40.000
8R7eb4PNrhQ, 30.000, 40.000
8RQMrsyMy7o, 30.000, 40.000
8RjytDXc23M, 30.000, 40.000
8ScH2ZQ1QLA, 30.000, 40.000
8Sfgc2hIr5k, 20.000, 30.000
8SpTBpAc5kw, 30.000, 40.000
8SqaeVKufgs, 15.000, 25.000
8T2W4CEwEDw, 30.000, 40.000
8TolQA7BfG8, 10.000, 20.000
8TtyZNBSQFw, 0.000, 2.000
8UPLVvnK_YA, 30.000, 40.000
8UrWDMpf7Fo, 30.000, 40.000
8V-C6guSeIo, 30.000, 40.000
8VJ9goLM-s8, 16.000, 26.000
8VUxzR-cpsc, 26.000, 36.000
8VtmnV8tG2E, 30.000, 40.000
8WV4tfatuA8, 6.000, 16.000
8XmtFZY0KoA, 280.000, 290.000
8XxRxwdLpmo, 20.000, 30.000
8ZCbU1zLJuI, 30.000, 40.000
8ZYvdEn0Ejs, 3.000, 13.000
8ZcIc4gXFwE, 30.000, 40.000
8ZmSpxseOtI, 10.000, 20.000
8ZxFObcaMbQ, 23.000, 33.000
8_H1ieQwD-I, 26.000, 36.000
8_tXEUiSlNg, 10.000, 20.000
8aODU_lTEos, 50.000, 60.000
8aPdMyYaBVE, 29.000, 39.000
8abKUwQZlf4, 0.000, 6.000
8bI-JqFSa24, 30.000, 40.000
8baazBBUDY0, 30.000, 40.000
8bk8vLLbG8I, 30.000, 40.000
8cGWm7e6V0Y, 25.000, 35.000
8cJL0VjIXzM, 30.000, 40.000
8dFxtC7xJFQ, 30.000, 40.000
8e9tbsbRXlI, 30.000, 40.000
8eb8YZv-tfk, 30.000, 40.000
8ee-bCZtc_g, 11.000, 21.000
8fijWM6Orxw, 30.000, 40.000
8fkyPvtnsmk, 22.000, 32.000
8hG39KSN8II, 0.000, 10.000
8iIHUVBR2P4, 30.000, 40.000
8iLIydqin8Q, 20.000, 30.000
8jI7-qo0w9c, 30.000, 40.000
8jJqAyo83b0, 30.000, 40.000
8jjuYfenHGI, 0.000, 10.000
8l3BgdKOzNQ, 9.000, 19.000
8lRDJ3QlEK0, 9.000, 19.000
8mxmmF33xT0, 24.000, 34.000
8nGAbZmWhC4, 7.000, 17.000
8naj2THt5C0, 30.000, 40.000
8ph2oOxvwmY, 18.000, 28.000
8r0OpfBafAk, 11.000, 21.000
8tMOihrUGTA, 30.000, 40.000
8tkL9td7E1A, 30.000, 40.000
8u1o7AFJrVc, 30.000, 40.000
8utr82ke-Rk, 0.000, 10.000
8vQCRWDGLTM, 30.000, 40.000
8wUycrDn-Io, 30.000, 40.000
8wsJwCQYCiE, 20.000, 30.000
8xr27ZMQA-0, 30.000, 40.000
8y_kK7fV1QU, 10.000, 20.000
8z8oy5mkdt4, 30.000, 40.000
9-OdQ6N1Q4Y, 40.000, 50.000
9-UbDjVNXTk, 0.000, 7.000
9-WpeK0KOIw, 20.000, 30.000
90Aq6YPWT50, 30.000, 40.000
91Gid732STA, 30.000, 40.000
91SYdrhpBwY, 30.000, 40.000
91kouM8FBB8, 20.000, 30.000
92ON_NLoUmk, 50.000, 60.000
92ObWCGc7xc, 22.000, 32.000
92fP5fr2UJc, 25.000, 35.000
95EUjkKsr1c, 2.000, 12.000
95xhWuGIAa8, 30.000, 40.000
97jqYhgP4LE, 10.000, 20.000
985V_ZCi8pI, 21.000, 31.000
9AWCk7HlG4o, 40.000, 50.000
9A_lpyXH5NU, 370.000, 380.000
9AwsJ8HJoso, 0.000, 10.000
9BSeqYg9OOg, 0.000, 10.000
9D6_rHAoRzQ, 20.000, 30.000
9DTxc3dRIZE, 0.000, 10.000
9E8a2CkKNSw, 0.000, 10.000
9GqLpvVB8Aw, 0.000, 10.000
9HE5K5duDcY, 30.000, 40.000
9I9-5SUSVxc, 16.000, 26.000
9ITR9tj8TbY, 30.000, 40.000
9KTgut5jQmA, 18.000, 28.000
9KuT6SOwobY, 0.000, 10.000
9TQvlEdK_C8, 3.000, 13.000
9W36FESGNDI, 50.000, 60.000
9Y5qCnSZEEk, 80.000, 90.000
9a6PlRpqqiI, 0.000, 10.000
9e-JP9WCa3I, 30.000, 40.000
9igJqY0ERpY, 20.000, 30.000
9it4ahmkyM8, 30.000, 40.000
9l9u8RJ4o8A, 30.000, 40.000
9lR9cPAA8p4, 300.000, 310.000
9ltErwU9WZE, 0.000, 10.000
9mE6cJTX05c, 30.000, 40.000
9mHAkjLHDqE, 30.000, 40.000
9pSUgpNZ5QQ, 90.000, 100.000
9pn4U1Yi2gc, 20.000, 30.000
9qiTi77FjxM, 350.000, 360.000
9rz7UC4h1PY, 10.000, 20.000
9tQA3aZOUSM, 0.000, 10.000
9upPOrvYkm8, 60.000, 70.000
9vqpE1ZqrCU, 30.000, 40.000
9w9FyhRRCLY, 10.000, 20.000
A-69aL6532M, 480.000, 490.000
A-OeFhnlam4, 30.000, 40.000
A1J0-jh3pis, 90.000, 100.000
AUOVhdDZWGY, 9.000, 19.000
AXEnHkG8Y1A, 0.000, 10.000
AXncIFA0-Kg, 50.000, 60.000
AZ7oIykkOAw, 22.000, 32.000
A_e1X2mV45M, 100.000, 110.000
AaHBO68yDSA, 30.000, 40.000
AaexGM77jT4, 110.000, 120.000
AdpH42R1qp4, 70.000, 80.000
Aeku3poeg0A, 17.000, 27.000
Aexp_I4sf7E, 60.000, 70.000
AfKBqWYZofc, 18.000, 28.000
AfppI-_coj0, 160.000, 170.000
Agcpcw8F5R4, 30.000, 40.000
AgkoOj81LvY, 20.000, 30.000
AhFpFcSn-_c, 14.000, 24.000
AhZ6UY0oXdU, 0.000, 9.000
ArhMYArEt2w, 30.000, 40.000
As5zb6KomOk, 0.000, 7.000
At7tppyh0tw, 0.000, 10.000
AtHewToyLTc, 21.000, 31.000
AxtFGfIb4-w, 0.000, 10.000
Ay1cYP9Wb3s, 11.000, 21.000
Ayp6zpiTu4Q, 100.000, 110.000
B2fQmrgeXv8, 10.000, 20.000
B4sV5jE7zUM, 30.000, 40.000
B5WupLl29jI, 40.000, 50.000
B67xdpbSju8, 8.000, 18.000
B8kaWnjMGKI, 40.000, 50.000
B91daMtc4ZY, 100.000, 110.000
B94gmaO5zSY, 40.000, 50.000
B9p9q6CvXG8, 30.000, 40.000
BClbLPKe7R0, 27.000, 37.000
BDEpZfcU4U4, 10.000, 20.000
BGoSFqLfyvI, 40.000, 50.000
BITEa958BZY, 0.000, 10.000
BJhqYFsgie0, 80.000, 90.000
BLoiVNBTAlw, 20.000, 30.000
BO7DUflFfIc, 30.000, 40.000
BO_syVWCrz4, 1.000, 11.000
BRQIMf5c-Jk, 50.000, 60.000
BStqq_O5lio, 10.000, 20.000
BV3PreD-5-U, 30.000, 40.000
BVmJ5z5hXMk, 30.000, 40.000
BXHVLLewKzw, 30.000, 40.000
BXHy0ln_TFE, 110.000, 120.000
BZGu3iOutzU, 30.000, 40.000
BZOkSNz6qSY, 0.000, 10.000
BZPKBsweW0k, 30.000, 40.000
B_P9gOxTROc, 330.000, 340.000
B_l5G4P8tMk, 30.000, 40.000
Ba-TdpvaJn8, 80.000, 90.000
Ba_WhUZHYNI, 100.000, 110.000
BbF93ghqvpM, 30.000, 40.000
BbGXFA0U27E, 30.000, 40.000
BcdK-eFBqgI, 280.000, 290.000
Be0dQi-uIJQ, 110.000, 120.000
BeGmDyvHM0Y, 30.000, 40.000
BfD_IOLATYQ, 15.000, 25.000
Bh2TwUYaPKM, 30.000, 40.000
Bh6-tESNv9k, 40.000, 50.000
BihZVup0iMo, 50.000, 60.000
Bj034XiS-do, 30.000, 40.000
Bn0BQujqAx0, 0.000, 10.000
Bo4LcZjitzU, 0.000, 1.000
Bqc2kj9Pe5A, 10.000, 20.000
Br-L4nUbPWQ, 20.000, 30.000
BvHw3Srpglk, 50.000, 60.000
BzCJsRjDv-I, 30.000, 40.000
C0AY0FEhOxU, 30.000, 40.000
C2VOE1ty_6A, 30.000, 40.000
C3JH9TKDgdc, 18.000, 28.000
C3qlm2wJCCw, 2.000, 12.000
C57UbkNAsGU, 28.000, 38.000
C5BviixCQaQ, 0.000, 10.000
C5Is38_YYFA, 0.000, 10.000
C5MoFkJfXJo, 0.000, 10.000
C6WgUqm7qK4, 160.000, 170.000
C848qgjk8Sc, 0.000, 8.000
CAF9ktsNk_4, 10.000, 20.000
CChnFzVc6bQ, 30.000, 40.000
CD9_t2jFDy8, 11.000, 21.000
CEGOtonophg, 10.000, 20.000
CHuUCQUgiFQ, 40.000, 50.000
CILKIKymKH4, 30.000, 40.000
CJactMajzbA, 0.000, 9.000
CKomName1z8, 0.000, 10.000
CKtsornIvdQ, 13.000, 23.000
CLwLiNEJAGc, 240.000, 250.000
COA6rVt07vA, 0.000, 10.000
CQipkeSVIWc, 370.000, 380.000
CSYikpL3vJI, 30.000, 40.000
CVcdeZskaXk, 0.000, 10.000
CWdknkJbs2Q, 30.000, 40.000
CWlljLn7kZU, 11.000, 21.000
CXKHEiMPMgA, 4.000, 14.000
CYru9Gs9HMg, 30.000, 40.000
CZdezmmBBL0, 10.000, 20.000
CdQWjWqsxAc, 30.000, 40.000
CdwDAvZB6-w, 440.000, 450.000
Ci7GuSc47r0, 0.000, 10.000
CjqLPw2DIis, 20.000, 30.000
CnmFFzD5qEY, 0.000, 8.000
CoR4yLHhHdE, 5.000, 15.000
Cosa8IHOqGQ, 0.000, 10.000
CpsukJiJtm8, 60.000, 70.000
CqC8sWw371E, 90.000, 100.000
Cw1aqH82-4Y, 50.000, 60.000
Cw1kxVhT_Ow, 0.000, 8.000
CwL4xqYE5SY, 100.000, 110.000
D--ew_vaXv4, 180.000, 190.000
D-GB2wokzQQ, 16.000, 26.000
D0G2fkK6iAY, 70.000, 80.000
D1VvX72k6do, 30.000, 40.000
D2ZfNOIqGug, 30.000, 40.000
D2lcdue4Kio, 210.000, 220.000
D3QmSW2uluA, 5.000, 15.000
D48Nx5oxwD0, 30.000, 40.000
D8R8ZpjCnhg, 0.000, 10.000
D8n4ihGa2fI, 21.000, 31.000
D9Gnu_xuz_M, 10.000, 20.000
DAnYL58ADIU, 10.000, 20.000
DCGiQdKDi18, 0.000, 10.000
DDvbvOwRJ64, 20.000, 30.000
DEhWhXhttew, 11.000, 21.000
DIcveqneZMU, 40.000, 50.000
DJYnn3-kpug, 30.000, 40.000
DLur1dQzoV8, 20.000, 30.000
DMXG4sUGONU, 30.000, 40.000
DMk7AW6OWH0, 90.000, 100.000
DNwpBx96Bj4, 150.000, 160.000
DO_ZDe2CN5I, 11.000, 21.000
DPPvCDlqmI0, 30.000, 40.000
DUYvM00rCWs, 190.000, 200.000
DUev5O2BQuY, 20.000, 30.000
DXEafWngPdM, 6.000, 16.000
DYXx5Kqsi-o, 27.000, 37.000
D_Z4sIBxFdQ, 11.000, 21.000
Dc0VdXPfRUg, 0.000, 10.000
DdT2p0dYEFQ, 15.000, 25.000
DeoQd-02jlA, 30.000, 40.000
Dgy3We6mv3s, 30.000, 40.000
Di1Pqq0-QC8, 0.000, 10.000
DjQmsdtNrRM, 8.000, 18.000
DjoAMw6g6OI, 0.000, 9.000
DkUo9z5mTY4, 17.000, 27.000
DkrJ-ERo7hs, 30.000, 40.000
DmDsQI1o9w0, 21.000, 31.000
DoAUtTdhRuA, 30.000, 40.000
DoRiNf26jjM, 20.000, 30.000
DqCZ0ha2zFo, 21.000, 31.000
DvGyXZRKpbI, 20.000, 30.000
DyxKcHQ1ZXc, 80.000, 90.000
Dzrs45N5Vpg, 30.000, 40.000
E-9IFd4xWTs, 130.000, 140.000
E-TphCWQpWk, 30.000, 40.000
E0P9OfvzBpY, 30.000, 40.000
E2J2OMFf6jk, 13.000, 23.000
E2uKxZtwofo, 100.000, 110.000
E3bD-cEyOTc, 0.000, 7.000
E3fSDsGqEGc, 30.000, 40.000
E7gsy9bW_84, 0.000, 5.000
EDgPPRBRiQg, 5.000, 15.000
EE-KzukWkLw, 90.000, 100.000
EFF-vijzbC4, 80.000, 90.000
EFhkAr5WrRA, 10.000, 20.000
EGTwJsZ4Jw8, 0.000, 10.000
EGalvFNJPZA, 50.000, 60.000
EGw4NSEYJws, 40.000, 50.000
EHbKmMaz504, 40.000, 50.000
EJAZTE1vfdM, 0.000, 7.000
EJQymfT3HM0, 20.000, 30.000
EOlDFflt0SI, 10.000, 20.000
EP46sQTav08, 30.000, 40.000
EPXNbzsep74, 20.000, 30.000
EQf-w-Q36cY, 80.000, 90.000
ESMXYy0WoVc, 27.000, 37.000
ESx3xJ_aDfE, 30.000, 40.000
ETEJU3aRCcY, 140.000, 150.000
ETYCjtwiTSM, 28.000, 38.000
EUys0W7yawM, 60.000, 70.000
EV5krbeA-Kc, 180.000, 190.000
EVUvCy-2l74, 130.000, 140.000
EXlA54WYHk4, 180.000, 190.000
EXr-HeaKURY, 15.000, 25.000
EYDVqYUdnYY, 310.000, 320.000
EZlM3U4z8wE, 40.000, 50.000
E_5PeLpmoXs, 30.000, 40.000
E_DrLUeRTHk, 7.000, 17.000
E_dAn66EVRc, 20.000, 30.000
EaAH8vtRHvE, 30.000, 40.000
EbWBCDFAf2I, 20.000, 30.000
EcZIwUyh6zI, 40.000, 50.000
EcyRI2DntA8, 30.000, 40.000
EdFHCXupcwk, 23.000, 33.000
Ef5oIwsVXls, 30.000, 40.000
EfTYJDFgcjM, 30.000, 40.000
EggoG-tK9C0, 0.000, 10.000
EiRLUeQxwNs, 20.000, 30.000
EikptOF21-s, 30.000, 40.000
El29aY9J73U, 20.000, 30.000
Eo1C8lKcxoQ, 30.000, 40.000
Eowe4FvsLgo, 60.000, 70.000
ExdYdXrJAN0, 2.000, 12.000
Ez-cJxj7TIQ, 0.000, 7.000
F-DUG9Vl_io, 20.000, 30.000
F3bQCTCUwBc, 70.000, 80.000
F6fUD5uOSNw, 27.000, 37.000
F7CqvjjkHyA, 30.000, 40.000
F7HBDiSOlK8, 20.000, 30.000
F7bijbB4Zv0, 0.000, 10.000
F8JE5w33QqE, 30.000, 40.000
F9rHT8t-3qo, 0.000, 10.000
FB1cQMkn4Kw, 20.000, 30.000
FBVC0E-F0GY, 100.000, 110.000
FCvQ_YQSFFQ, 30.000, 40.000
FM_oT9IUQr8, 0.000, 10.000
FOcMCQ5wivA, 21.000, 31.000
FQ7h6xqZeJk, 20.000, 30.000
FQeA7WP48OQ, 0.000, 10.000
FS75JZ6aCEA, 20.000, 30.000
FV9va9Dd0g8, 40.000, 50.000
FX07iZ_Q9Zw, 30.000, 40.000
FXGw5wYOgmM, 0.000, 4.000
FYUc6FfBgv0, 30.000, 40.000
FaR_AtvJ9wY, 180.000, 190.000
FbJMtOawkAo, 20.000, 30.000
FeZZQkv1BTg, 40.000, 50.000
FgDPxUKmtDQ, 0.000, 10.000
Fge5Fhh-My4, 40.000, 50.000
Fiqt_9_67tk, 0.000, 10.000
FjtO-xQD_To, 30.000, 40.000
FlM85DliPCo, 10.000, 20.000
FnA1vXsPp0s, 70.000, 80.000
FqkwnR7wLNA, 10.000, 20.000
Ft54T-MT4zw, 50.000, 60.000
FtNV_Gq62l8, 19.000, 29.000
FuhzXlzywck, 30.000, 40.000
FuiwZeEH_uA, 30.000, 40.000
FvX_t89X8W0, 30.000, 40.000
FxFGKJJONRY, 30.000, 40.000
FzplS6RTioI, 22.000, 32.000
G0aNYeQ6tI8, 0.000, 8.000
G7gYem-sAww, 20.000, 30.000
GBqr91Gadsw, 30.000, 40.000
GCGr-IE2E4Q, 0.000, 10.000
GCo53AjbW34, 0.000, 10.000
GEsFzQNU2OE, 10.000, 20.000
GIvx1CgL9EY, 30.000, 40.000
GJaybsizzm4, 30.000, 40.000
GMvf33c9d84, 30.000, 40.000
GNhSvIOe4m4, 0.000, 10.000
GOhwL7S9Q7A, 30.000, 40.000
GRVdV2BUfI8, 17.000, 27.000
GVJiiriWWWM, 30.000, 40.000
GVgjyoAi5zw, 40.000, 50.000
GX6Ydj-gBaM, 0.000, 10.000
GXKUTV0YA3A, 30.000, 40.000
GYFX4MO3LLY, 80.000, 90.000
GYp54RsGp04, 50.000, 60.000
G_k2qsahWHY, 40.000, 50.000
G_yAIO_GeOg, 3.000, 13.000
GaZhOF_ww4M, 20.000, 30.000
GeIYztHuPCw, 30.000, 40.000
Ghkjr_CYOQA, 30.000, 40.000
Gj2JlDcJ51g, 50.000, 60.000
GjIFrmfEGWw, 180.000, 190.000
GlAH_A9k_PA, 0.000, 7.000
GmVUrqWgRgo, 0.000, 10.000
GpeXVddUn-w, 30.000, 40.000
GqOn_IbU908, 30.000, 40.000
Gtyp2DtLehs, 10.000, 20.000
GuY_w6tRGYY, 200.000, 210.000
GwIJ1mju6vA, 10.000, 20.000
GxIlKIyyyOI, 30.000, 40.000
Gxe8in0jswk, 20.000, 30.000
GzS6CWahKqI, 21.000, 31.000
GzdmC_MiIyg, 10.000, 20.000
H-BEdsuYFFw, 40.000, 50.000
H-jVRjAIBNM, 5.000, 15.000
H3KhBIL0OgQ, 40.000, 50.000
H40OxsccelQ, 30.000, 40.000
H6hahdQGsII, 30.000, 40.000
H8wvllC_LOY, 0.000, 10.000
HAsfcjXgnjQ, 40.000, 50.000
HBMkbXdzR3o, 30.000, 40.000
HC6U_EGCkE4, 40.000, 50.000
HCz9FsQiX_A, 10.000, 20.000
HEUxj-5MpLM, 0.000, 10.000
HEvhgrvbJh8, 27.000, 37.000
HHO8LjlRIf4, 30.000, 40.000
HHTzc4_7S2A, 30.000, 40.000
HIbwWg8PP9I, 70.000, 80.000
HIdLXBn-Py0, 0.000, 4.000
HPRlS_mpc9A, 0.000, 9.000
HSkqFeQFAxg, 10.000, 20.000
HSsuZH_Hz6w, 70.000, 80.000
HXiHhWBDPog, 15.000, 25.000
HYDvHXhEt5w, 10.000, 20.000
HYLmnCxf78c, 0.000, 10.000
